Motility,Gram staining,Aerophilicity,Extreme environment tolerance,Biofilm formation,Animal pathogenicity,Biosafety level,Health association,Host association,Plant pathogenicity,Spore formation,Hemolysis,Cell shape,Member of WA subset,sample
TRUE,gram stain negative,aerobic,FALSE,NA,TRUE,biosafety level 1,NA,NA,FALSE,FALSE,NA,bacillus,TRUE,GCF_002924365.1_ASM292436v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,NA,FALSE,FALSE,NA,bacillus,TRUE,GCF_002902845.1_ASM290284v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCA_032164165.1_ASM3216416v1_genomic.fasta
TRUE,gram stain positive,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,bacillus,TRUE,GCA_900289175.1_PRJEB24604_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,NA,biosafety level 1,NA,NA,FALSE,FALSE,NA,bacillus,TRUE,GCF_003065425.1_ASM306542v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCA_018882205.1_ASM1888220v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCA_018688255.1_ASM1868825v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCA_018882155.1_ASM1888215v1_genomic.fasta
FALSE,gram stain positive,aerobic,NA,NA,NA,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCA_017357285.1_ASM1735728v1_genomic.fasta
TRUE,gram stain negative,aerobic,NA,NA,NA,biosafety level 2,NA,TRUE,FALSE,FALSE,NA,bacillus,TRUE,GCF_025758125.1_ASM2575812v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,NA,FALSE,TRUE,NA,NA,TRUE,GCA_000732925.1_ASM73292v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,NA,TRUE,GCA_000716785.1_ASM71678v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,NA,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,NA,TRUE,GCA_900105945.1_IMG-taxon_2634166899_annotated_assembly_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,TRUE,biosafety level 1,NA,TRUE,FALSE,TRUE,NA,bacillus,TRUE,GCF_036051655.1_ASM3605165v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,NA,biosafety level 1,NA,NA,FALSE,FALSE,NA,coccus,TRUE,GCA_963664355.1_piCycPorc2.Trichococcus_shcherbakoviae_1.1_genomic.fasta
FALSE,gram stain positive,aerobic,NA,NA,TRUE,biosafety level 2,NA,TRUE,FALSE,FALSE,NA,bacillus,TRUE,GCA_900292015.1_MB901379_genomic.fasta
TRUE,gram stain negative,aerobic,TRUE,NA,NA,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCA_018424605.1_ASM1842460v1_genomic.fasta
TRUE,gram stain negative,NA,FALSE,NA,NA,biosafety level 1,NA,TRUE,TRUE,FALSE,NA,bacillus,TRUE,GCA_012427845.1_ASM1242784v1_genomic.fasta
TRUE,gram stain negative,aerobic,NA,NA,NA,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCF_001189955.1_ASM118995v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,NA,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,bacillus,TRUE,GCA_010491635.1_ASM1049163v1_genomic.fasta
TRUE,gram stain positive,aerobic,FALSE,NA,NA,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,bacillus,TRUE,GCF_003013475.1_ASM301347v1_genomic.fasta
TRUE,gram stain positive,aerobic,FALSE,NA,NA,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,bacillus,TRUE,GCF_003013395.1_ASM301339v1_genomic.fasta
TRUE,gram stain negative,NA,FALSE,NA,TRUE,biosafety level 1,NA,TRUE,FALSE,FALSE,NA,bacillus,TRUE,GCF_024347635.1_ASM2434763v1_genomic.fasta
TRUE,gram stain negative,aerobic,NA,NA,TRUE,biosafety level 1,NA,NA,FALSE,FALSE,NA,bacillus,TRUE,GCF_004345565.1_ASM434556v1_genomic.fasta
TRUE,gram stain negative,aerobic,NA,NA,TRUE,biosafety level 1,NA,NA,FALSE,FALSE,NA,bacillus,TRUE,GCF_003996965.1_ASM399696v1_genomic.fasta
FALSE,gram stain positive,aerobic,TRUE,NA,TRUE,biosafety level 2,NA,TRUE,FALSE,FALSE,NA,NA,TRUE,GCF_001885805.1_ASM188580v1_genomic.fasta
FALSE,gram stain negative,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,NA,TRUE,GCA_013376245.1_ASM1337624v1_genomic.fasta
FALSE,gram stain negative,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,NA,TRUE,GCA_011611525.1_ASM1161152v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,NA,FALSE,FALSE,gamma,bacillus,TRUE,GCF_009455635.1_ASM945563v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,TRUE,TRUE,FALSE,NA,bacillus,TRUE,GCA_023518215.1_ASM2351821v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,TRUE,FALSE,FALSE,gamma,bacillus,TRUE,GCA_900636675.1_43781_F01_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,NA,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,NA,TRUE,GCF_003130585.1_ASM313058v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,NA,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,NA,TRUE,GCF_003261055.1_ASM326105v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,NA,TRUE,GCF_003261635.1_ASM326163v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,TRUE,biosafety level 2,NA,FALSE,FALSE,TRUE,NA,NA,TRUE,GCF_002156025.1_ASM215602v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,TRUE,biosafety level 2,NA,FALSE,FALSE,TRUE,NA,NA,TRUE,GCF_002156005.1_ASM215600v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,TRUE,biosafety level 2,NA,FALSE,FALSE,TRUE,NA,NA,TRUE,GCF_002155975.1_ASM215597v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,NA,FALSE,FALSE,NA,NA,TRUE,GCA_016907455.1_ASM1690745v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,NA,FALSE,FALSE,NA,bacillus,TRUE,GCA_016860605.1_ASM1686060v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCA_900185615.1_P.malacitana_CECT9190T_SPAdes_Prokka_EMBL_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCA_900185625.1_P.andalusiensis_CECT9192T_SPAdes_Prokka_EMBL_genomic.fasta
TRUE,gram stain positive,aerobic,FALSE,NA,NA,biosafety level 1,NA,NA,FALSE,TRUE,NA,bacillus,TRUE,GCA_021560175.1_ASM2156017v1_genomic.fasta
TRUE,gram stain positive,aerobic,FALSE,NA,NA,biosafety level 1,NA,NA,FALSE,TRUE,NA,bacillus,TRUE,GCF_002335815.1_ASM233581v1_genomic.fasta
FALSE,gram stain positive,anaerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,NA,NA,coccus,TRUE,GCA_937906725.1_SRR1562009_bin.77_CONCOCT_v1.1_MAG_genomic.fasta
FALSE,gram stain positive,aerobic,NA,NA,TRUE,biosafety level 2,NA,TRUE,FALSE,FALSE,NA,bacillus,TRUE,GCA_010729105.1_ASM1072910v1_genomic.fasta
FALSE,gram stain positive,aerobic,NA,NA,NA,biosafety level 1,NA,TRUE,FALSE,FALSE,NA,bacillus,TRUE,GCF_003254575.1_ASM325457v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,TRUE,TRUE,FALSE,NA,bacillus,TRUE,GCF_003710245.1_ASM371024v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,TRUE,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCF_024749065.1_ASM2474906v1_genomic.fasta
TRUE,gram stain negative,aerobic,NA,NA,TRUE,biosafety level 1,NA,NA,FALSE,FALSE,NA,bacillus,TRUE,GCF_003254745.1_ASM325474v1_genomic.fasta
TRUE,gram stain positive,aerobic,FALSE,NA,NA,biosafety level 1,NA,NA,FALSE,FALSE,NA,coccus,TRUE,GCF_003289925.1_ASM328992v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,TRUE,FALSE,FALSE,NA,bacillus,TRUE,GCF_003289965.1_ASM328996v1_genomic.fasta
FALSE,gram stain positive,aerobic,TRUE,NA,FALSE,biosafety level 2,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCF_024362245.1_ASM2436224v1_genomic.fasta
FALSE,gram stain negative,aerobic,TRUE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCA_000700025.2_ASM70002v2_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,NA,biosafety level 1,NA,NA,FALSE,TRUE,NA,bacillus,TRUE,GCF_004339125.1_ASM433912v1_genomic.fasta
TRUE,gram stain negative,facultatively anaerobic,FALSE,NA,FALSE,biosafety level 1,NA,TRUE,TRUE,FALSE,NA,bacillus,TRUE,GCF_029635795.1_ASM2963579v1_genomic.fasta
FALSE,gram stain negative,aerobic,FALSE,NA,TRUE,biosafety level 2,NA,TRUE,FALSE,FALSE,gamma,bacillus,TRUE,GCF_003606345.3_ASM360634v3_genomic.fasta
TRUE,gram stain negative,aerobic,NA,NA,TRUE,biosafety level 1,NA,NA,FALSE,FALSE,NA,spirillum,TRUE,GCA_018968685.1_ASM1896868v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,TRUE,biosafety level 1,NA,FALSE,FALSE,FALSE,gamma,bacillus,TRUE,GCF_004328865.1_ASM432886v1_genomic.fasta
FALSE,gram stain positive,facultatively anaerobic,NA,NA,NA,biosafety level 1,NA,TRUE,FALSE,FALSE,NA,bacillus,TRUE,GCF_009648555.1_ASM964855v1_genomic.fasta
FALSE,gram stain positive,aerobic,NA,NA,NA,biosafety level 2,NA,TRUE,FALSE,FALSE,NA,bacillus,TRUE,GCF_025822345.1_ASM2582234v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,NA,FALSE,FALSE,NA,bacillus,TRUE,GCF_003350925.1_ASM335092v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,NA,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,tail,TRUE,GCF_003344965.1_ASM334496v1_genomic.fasta
FALSE,gram stain negative,aerobic,NA,NA,TRUE,biosafety level 2,NA,NA,FALSE,FALSE,gamma,bacillus,TRUE,GCA_904846465.1_ASM90484646v1_genomic.fasta
FALSE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,NA,FALSE,FALSE,NA,bacillus,TRUE,GCF_003367175.1_ASM336717v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,NA,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,NA,TRUE,GCF_003387575.1_ASM338757v1_genomic.fasta
FALSE,gram stain positive,aerobic,NA,NA,TRUE,biosafety level 1,NA,NA,FALSE,FALSE,NA,coccus,TRUE,GCA_032113675.1_ASM3211367v1_genomic.fasta
FALSE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,NA,TRUE,GCF_003605755.1_ASM360575v1_genomic.fasta
TRUE,gram stain negative,aerobic,NA,NA,TRUE,biosafety level 2,NA,TRUE,FALSE,FALSE,NA,spirillum,TRUE,GCF_003660395.1_ASM366039v1_genomic.fasta
TRUE,gram stain negative,aerobic,NA,NA,TRUE,biosafety level 2,NA,TRUE,FALSE,FALSE,NA,spirillum,TRUE,GCF_003660285.1_ASM366028v1_genomic.fasta
TRUE,gram stain negative,aerobic,NA,NA,TRUE,biosafety level 2,NA,TRUE,FALSE,FALSE,NA,spirillum,TRUE,GCF_007280785.1_ASM728078v1_genomic.fasta
TRUE,gram stain negative,aerobic,TRUE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,FALSE,gamma,bacillus,TRUE,GCF_037023725.1_ASM3702372v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,TRUE,biosafety level 2,NA,TRUE,FALSE,FALSE,NA,bacillus,TRUE,GCF_002162115.2_ASM216211v2_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,NA,FALSE,FALSE,NA,bacillus,TRUE,GCF_003590795.1_ASM359079v1_genomic.fasta
TRUE,gram stain negative,aerobic,NA,NA,NA,biosafety level 1,NA,FALSE,FALSE,FALSE,gamma,bacillus,TRUE,GCF_003590855.1_ASM359085v1_genomic.fasta
TRUE,gram stain negative,aerobic,TRUE,NA,TRUE,NA,NA,TRUE,FALSE,FALSE,NA,bacillus,TRUE,GCF_004124235.1_ASM412423v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,tail,TRUE,GCF_004784475.1_ASM478447v1_genomic.fasta
FALSE,gram stain positive,aerobic,NA,NA,TRUE,biosafety level 2,NA,TRUE,FALSE,FALSE,NA,bacillus,TRUE,GCA_900566075.1_MK142_genomic.fasta
FALSE,gram stain positive,aerobic,NA,NA,TRUE,biosafety level 2,NA,TRUE,FALSE,FALSE,NA,bacillus,TRUE,GCA_900566055.1_LAUMK13_genomic.fasta
FALSE,gram stain positive,aerobic,NA,NA,TRUE,biosafety level 2,NA,TRUE,FALSE,FALSE,NA,bacillus,TRUE,GCA_900566065.1_LAUMK136_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,TRUE,biosafety level 1,NA,NA,FALSE,TRUE,NA,bacillus,TRUE,GCF_003182135.1_ASM318213v1_genomic.fasta
FALSE,gram stain positive,aerobic,NA,NA,NA,biosafety level 1,NA,TRUE,FALSE,FALSE,NA,bacillus,TRUE,GCA_016742855.1_ASM1674285v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,TRUE,biosafety level 1,NA,NA,FALSE,FALSE,NA,bacillus,TRUE,GCF_009755645.1_ASM975564v1_genomic.fasta
FALSE,gram stain negative,aerobic,FALSE,NA,TRUE,biosafety level 1,NA,TRUE,FALSE,FALSE,NA,bacillus,TRUE,GCF_007989425.1_ASM798942v1_genomic.fasta
TRUE,gram stain negative,NA,FALSE,TRUE,TRUE,biosafety level 2,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCF_025402875.1_ASM2540287v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,NA,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,bacillus,TRUE,GCA_900188445.1_IMG-taxon_2700988714_annotated_assembly_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,TRUE,FALSE,FALSE,NA,bacillus,TRUE,GCF_002284575.1_ASM228457v1_genomic.fasta
FALSE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,NA,FALSE,FALSE,gamma,bacillus,TRUE,GCF_003628145.1_ASM362814v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,FALSE,gamma,bacillus,TRUE,GCF_003855095.1_ASM385509v1_genomic.fasta
FALSE,gram stain positive,aerobic,NA,NA,TRUE,biosafety level 2,NA,NA,FALSE,FALSE,NA,bacillus,TRUE,GCF_025822045.1_ASM2582204v1_genomic.fasta
TRUE,gram stain positive,aerobic,FALSE,NA,NA,biosafety level 1,NA,NA,FALSE,FALSE,NA,coccus,TRUE,GCA_900176575.1_PRJEB20355_genomic.fasta
FALSE,gram stain positive,aerobic,NA,NA,TRUE,biosafety level 1,NA,TRUE,FALSE,FALSE,NA,bacillus,TRUE,GCF_001021495.1_ASM102149v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCF_008932115.1_ASM893211v1_genomic.fasta
FALSE,gram stain negative,aerobic,TRUE,NA,NA,biosafety level 1,NA,FALSE,NA,FALSE,NA,bacillus,TRUE,GCF_002158905.1_ASM215890v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,TRUE,biosafety level 1,NA,FALSE,FALSE,FALSE,gamma,bacillus,TRUE,GCF_001999225.1_ASM199922v1_genomic.fasta
FALSE,gram stain negative,anaerobic,FALSE,NA,NA,biosafety level 1,NA,NA,NA,FALSE,gamma,coccus,TRUE,GCF_003992125.1_ASM399212v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,NA,biosafety level 1,NA,NA,FALSE,FALSE,NA,bacillus,TRUE,GCA_900609065.1_aT11b_genomic.fasta
TRUE,gram stain negative,anaerobic,FALSE,NA,NA,biosafety level 2,NA,TRUE,FALSE,NA,NA,spirillum,TRUE,GCF_004770895.1_ASM477089v1_genomic.fasta
TRUE,gram stain negative,anaerobic,FALSE,NA,NA,biosafety level 2,NA,TRUE,FALSE,NA,NA,spirillum,TRUE,GCF_004769615.1_ASM476961v1_genomic.fasta
TRUE,gram stain negative,anaerobic,FALSE,NA,NA,biosafety level 2,NA,TRUE,FALSE,NA,NA,spirillum,TRUE,GCF_004769555.1_ASM476955v1_genomic.fasta
TRUE,gram stain negative,anaerobic,FALSE,NA,NA,biosafety level 2,NA,TRUE,FALSE,NA,NA,spirillum,TRUE,GCF_004770105.1_ASM477010v1_genomic.fasta
TRUE,gram stain negative,anaerobic,FALSE,NA,NA,biosafety level 2,NA,TRUE,FALSE,NA,NA,spirillum,TRUE,GCF_004769745.1_ASM476974v1_genomic.fasta
TRUE,gram stain negative,anaerobic,FALSE,NA,NA,biosafety level 2,NA,TRUE,FALSE,NA,NA,spirillum,TRUE,GCF_004770615.1_ASM477061v1_genomic.fasta
TRUE,gram stain negative,anaerobic,FALSE,NA,NA,biosafety level 2,NA,TRUE,FALSE,NA,NA,spirillum,TRUE,GCF_004770055.1_ASM477005v1_genomic.fasta
TRUE,gram stain negative,NA,FALSE,NA,NA,biosafety level 1,NA,TRUE,TRUE,FALSE,NA,bacillus,TRUE,GCF_024758625.1_ASM2475862v1_genomic.fasta
FALSE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 2,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCF_003860525.1_ASM386052v1_genomic.fasta
FALSE,gram stain positive,aerobic,NA,NA,TRUE,biosafety level 2,NA,TRUE,FALSE,FALSE,NA,bacillus,TRUE,GCF_003855255.1_ASM385525v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCF_004327275.1_ASM432727v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,NA,FALSE,FALSE,NA,bacillus,TRUE,GCF_004327355.1_ASM432735v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,NA,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCF_003865375.1_ASM386537v1_genomic.fasta
TRUE,gram stain negative,aerobic,NA,NA,FALSE,biosafety level 1,NA,NA,FALSE,FALSE,NA,bacillus,TRUE,GCF_024205225.1_ASM2420522v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,TRUE,TRUE,NA,tail,TRUE,GCA_019880305.1_ASM1988030v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,TRUE,TRUE,NA,tail,TRUE,GCF_001418475.1_ASM141847v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,tail,TRUE,GCA_013085465.1_ASM1308546v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,TRUE,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCF_003970385.1_ASM397038v1_genomic.fasta
TRUE,gram stain negative,NA,FALSE,NA,TRUE,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCF_004551525.1_ASM455152v1_genomic.fasta
TRUE,gram stain positive,aerobic,FALSE,NA,NA,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,bacillus,TRUE,GCA_032818155.1_ASM3281815v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,TRUE,FALSE,FALSE,NA,bacillus,TRUE,GCF_005503535.1_ASM550353v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,TRUE,TRUE,FALSE,NA,bacillus,TRUE,GCF_004786035.1_ASM478603v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,NA,FALSE,FALSE,NA,bacillus,TRUE,GCA_902459735.1_LMG_20602_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,NA,FALSE,FALSE,NA,bacillus,TRUE,GCF_024704525.1_ASM2470452v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,NA,FALSE,FALSE,NA,bacillus,TRUE,GCA_902459565.1_LMG_31011_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 2,NA,NA,FALSE,FALSE,NA,bacillus,TRUE,GCA_902459725.1_LMG_31012_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 2,NA,NA,FALSE,FALSE,NA,bacillus,TRUE,GCA_902459705.1_LMG_31013_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 2,NA,NA,FALSE,FALSE,NA,bacillus,TRUE,GCA_902459595.1_LMG_31014_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,NA,FALSE,FALSE,NA,bacillus,TRUE,GCA_902459765.1_LMG_31117_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,NA,FALSE,FALSE,NA,bacillus,TRUE,GCA_902459775.1_LMG_31118_genomic.fasta
FALSE,gram stain negative,aerobic,TRUE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCF_004114995.1_ASM411499v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,NA,biosafety level 1,NA,NA,FALSE,FALSE,NA,bacillus,TRUE,GCF_004135345.1_ASM413534v1_genomic.fasta
TRUE,gram stain negative,aerobic,NA,NA,TRUE,NA,NA,NA,FALSE,FALSE,gamma,spirillum,TRUE,GCF_005406205.1_ASM540620v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,TRUE,biosafety level 1,NA,NA,FALSE,FALSE,NA,bacillus,TRUE,GCF_004214895.1_ASM421489v1_genomic.fasta
FALSE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCA_018685455.1_ASM1868545v1_genomic.fasta
TRUE,gram stain negative,NA,FALSE,NA,NA,biosafety level 2,NA,TRUE,TRUE,FALSE,NA,bacillus,TRUE,GCF_035835995.1_ASM3583599v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 2,NA,TRUE,TRUE,FALSE,NA,bacillus,TRUE,GCF_034861265.1_ASM3486126v1_genomic.fasta
FALSE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,NA,FALSE,FALSE,gamma,bacillus,TRUE,GCF_004331155.1_ASM433115v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,NA,biosafety level 1,NA,NA,FALSE,TRUE,NA,bacillus,TRUE,GCF_004349215.1_ASM434921v1_genomic.fasta
FALSE,gram stain negative,aerobic,TRUE,NA,TRUE,biosafety level 1,NA,NA,FALSE,FALSE,NA,bacillus,TRUE,GCF_004349195.1_ASM434919v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,NA,biosafety level 1,NA,NA,FALSE,FALSE,NA,bacillus,TRUE,GCF_005434945.1_ASM543494v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,NA,TRUE,NA,tail,TRUE,GCF_003955715.1_ASM395571v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,TRUE,biosafety level 2,NA,NA,FALSE,FALSE,NA,bacillus,TRUE,GCF_002252535.1_ASM225253v1_genomic.fasta
FALSE,gram stain positive,anaerobic,FALSE,TRUE,NA,biosafety level 2,NA,TRUE,FALSE,FALSE,NA,NA,TRUE,GCF_001717565.1_ASM171756v1_genomic.fasta
FALSE,gram stain positive,NA,FALSE,NA,FALSE,biosafety level 1,NA,NA,FALSE,FALSE,NA,bacillus,TRUE,GCF_005405145.1_ASM540514v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCF_004570865.1_ASM457086v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCF_004571025.1_ASM457102v1_genomic.fasta
FALSE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,NA,FALSE,FALSE,NA,bacillus,TRUE,GCF_024722315.1_ASM2472231v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,NA,FALSE,FALSE,NA,bacillus,TRUE,GCF_009873615.1_ASM987361v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCF_005117025.1_ASM511702v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCF_006386545.1_ASM638654v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCF_005877905.1_ASM587790v1_genomic.fasta
